title,bagofwords
The Old Guard,action adventure fantasy ginaprince-bythewood charlizetheron kikilayne matthiasschoenaerts marwankenzari action adventure fantasy ginaprince-bythewood charlizetheron kikilayne matthiasschoenaerts marwankenzari unexpected new member suddenly exposed immortal mercenaries covert team secret must keep identity fight discovered 
Borat Subsequent Moviefilm,comedy jasonwoliner sachabaroncohen mariabakalova tomhanks danipopescu comedy jasonwoliner sachabaroncohen mariabakalova tomhanks danipopescu political elections borat returns american culture 19 pandemic time reveals kazakhstan covid america 
Mulan,action adventure drama nikicaro yifeiliu donnieyen gongli jetli action adventure drama nikicaro yifeiliu donnieyen gongli jetli young chinese maiden disguises male warrior save order father 
Onward,animation adventure comedy danscanlon tomholland chrispratt julialouis-dreyfus octaviaspencer animation adventure comedy danscanlon tomholland chrispratt julialouis-dreyfus octaviaspencer two elven brothers embark one day father back quest bring 
Palm Springs,comedy fantasy mystery maxbarbakow andysamberg cristinmilioti j.k.simmons petergallagher comedy fantasy mystery maxbarbakow andysamberg cristinmilioti j.k.simmons petergallagher two wedding guests develop time loop budding romance stuck living day 
The Devil All the Time,crime drama thriller antoniocampos tomholland billskarsgård rileykeough jasonclarke crime drama thriller antoniocampos tomholland billskarsgård rileykeough jasonclarke sinister characters converge around postwar backwoods town teeming young man devoted protecting loves corruption brutality 
Promising Young Woman,crime drama thriller emeraldfennell careymulligan boburnham alisonbrie clancybrown crime drama thriller emeraldfennell careymulligan boburnham alisonbrie clancybrown young woman tragic event vengeance traumatized seeks path past crossed 
I Care a Lot,comedy crime thriller jblakeson rosamundpike peterdinklage eizagonzález diannewiest comedy crime thriller jblakeson rosamundpike peterdinklage eizagonzález diannewiest elderly wards meets crooked legal guardian swindle turns first appears woman tries savings match drains 
Nomadland,drama chloézhao francesmcdormand davidstrathairn lindamay gaydeforest drama chloézhao francesmcdormand davidstrathairn lindamay gaydeforest losing everything great recession dwelling modern day nomad american west woman van sixties living journey embarks 
Sonic the Hedgehog,action adventure comedy jefffowler benschwartz jamesmarsden jimcarrey tikasumpter action adventure comedy jefffowler benschwartz jamesmarsden jimcarrey tikasumpter town police officer must help fast hedgehog evil genius wants small experiments discovering defeat blue 
Love and Monsters,action adventure comedy michaelmatthews dylano'brien jessicahenwick michaelrooker danewing action adventure comedy michaelmatthews dylano'brien jessicahenwick michaelrooker danewing lovably hapless joel leaves cozy underground bunker behind seven years monster apocalypse survived reunite quest ex 
Greenland,action drama thriller ricromanwaugh gerardbutler morenabaccarin rogerdalefloyd scottglenn action drama thriller ricromanwaugh gerardbutler morenabaccarin rogerdalefloyd scottglenn cataclysmic natural disaster family struggles survival face 
Eurovision Song Contest: The Story of Fire Saga,comedy music daviddobkin willferrell rachelmcadams danstevens mikaelpersbrandt comedy music daviddobkin willferrell rachelmcadams danstevens mikaelpersbrandt biggest song competition aspiring musicians lars dream worth fighting dream worth world sigrit represent prove opportunity given finally country chance 
Greyhound,action drama history aaronschneider tomhanks elisabethshue stephengraham matthelm action drama history aaronschneider tomhanks elisabethshue stephengraham matthelm navy commander must lead german submarine wolf pack world war ii several months allied convoy inexperienced u u stalked entry 
The Hunt,action horror thriller craigzobel bettygilpin hilaryswank ikebarinholtz wayneduvall action horror thriller craigzobel bettygilpin hilaryswank ikebarinholtz wayneduvall twelve strangers wake specific purpose know hunt got clearing chosen 
Project Power,action crime sci-fi henryjoost arielschulman jamiefoxx josephgordon-levitt dominiquefishback rodrigosantoro action crime sci-fi henryjoost arielschulman jamiefoxx josephgordon-levitt dominiquefishback rodrigosantoro local cop must team users unpredictable superpowers five minutes hits teenage dealer new orleans group responsible take streets soldier pill gives ex creation 
Spenser Confidential,action comedy crime peterberg markwahlberg winstonduke alanarkin ilizashlesinger action comedy crime peterberg markwahlberg winstonduke alanarkin ilizashlesinger two boston police officers cop spenser teams nonsense roommate take murdered hawk ex criminals 
The Midnight Sky,drama fantasy sci-fi georgeclooney georgeclooney felicityjones davidoyelowo caoilinnspringall drama fantasy sci-fi georgeclooney georgeclooney felicityjones davidoyelowo caoilinnspringall apocalyptic tale follows augustine mysterious global catastrophe stop sully returning home lonely scientist fellow astronauts races post arctic 
I'm Thinking of Ending Things,drama thriller charliekaufman jesseplemons jessiebuckley tonicollette davidthewlis drama thriller charliekaufman jesseplemons jessiebuckley tonicollette davidthewlis young woman travels upon arriving secluded farm question everything new boyfriend thought parents misgivings knew full comes 
Underwater,action horror sci-fi williameubank kristenstewart vincentcassel mamoudouathie t.j.miller action horror sci-fi williameubank kristenstewart vincentcassel mamoudouathie t.j.miller deep sea drilling company try drilling facility located oceanic researchers working mysterious earthquake devastates mariana trench deepwater research safety get crew bottom 
Hamilton,biography drama history thomaskail lin-manuelmiranda phillipasoo leslieodomjr. renéeelisegoldsberry biography drama history thomaskail lin-manuelmiranda phillipasoo leslieodomjr. renéeelisegoldsberry richard rodgers theater foremost founding fathers original broadway cast real life first secretary captured live alexander hamilton broadway treasury one america 
The Father,drama florianzeller anthonyhopkins oliviacolman markgatiss oliviawilliams drama florianzeller anthonyhopkins oliviacolman markgatiss oliviawilliams man refuses make sense loved ones changing circumstances tries reality mind fabric even doubt daughter begins assistance ages 
Bloodshot,action drama sci-fi davewilson vindiesel eizagonzález samheughan tobykebbell action drama sci-fi davewilson vindiesel eizagonzález samheughan tobykebbell slain soldier ray garrison superpowers animated 
News of the World,action adventure drama paulgreengrass tomhanks helenazengel tomastor travisjohnson action adventure drama paulgreengrass tomhanks helenazengel tomastor travisjohnson kiowa people years ago civil war veteran agrees face grave dangers travel hundreds call home uncle taken search place miles girl either deliver aunt 
Mank,biography comedy drama davidfincher garyoldman amandaseyfried lilycollins tompelphrey biography comedy drama davidfincher garyoldman amandaseyfried lilycollins tompelphrey alcoholic screenwriter herman j scathing social critic citizen kane 1941 ). screenplay reevaluated races mankiewicz hollywood finish eyes 1930 
365 Days,drama romance barbarabialowas tomaszmandes annamariasieklucka michelemorrone bronislawwroclawski otarsaralidze drama romance barbarabialowas tomaszmandes annamariasieklucka michelemorrone bronislawwroclawski otarsaralidze sicilian mafia family sicily trying sales director 365 days trip save relationship member massimo love laura kidnap give fall expect 
The New Mutants,action horror mystery joshboone maisiewilliams anyataylor-joy charlieheaton alicebraga action horror mystery joshboone maisiewilliams anyataylor-joy charlieheaton alicebraga five young mutants secret facility past sins save held fight escape discovering abilities 
Dolittle,adventure comedy family stephengaghan robertdowneyjr. antoniobanderas michaelsheen jimbroadbent adventure comedy family stephengaghan robertdowneyjr. antoniobanderas michaelsheen jimbroadbent young apprentice strange pets legendary island animals embarks talk physician find crew adventure 
Unhinged,action thriller derrickborte russellcrowe carenpistorius gabrielbateman jimmisimpson action thriller derrickborte russellcrowe carenpistorius gabrielbateman jimmisimpson woman becomes unstable man target rage intersection confrontation 
Run,mystery thriller aneeshchaganty sarahpaulson kieraallen sarasohn pathealy mystery thriller aneeshchaganty sarahpaulson kieraallen sarasohn pathealy homeschooled teenager begins dark secret suspect mother keeping 
Holidate,comedy romance johnwhitesell emmaroberts lukebracey kristinchenoweth francesfisher comedy romance johnwhitesell emmaroberts lukebracey kristinchenoweth francesfisher catch real feelings along two strangers agree year long platonic plus way single ones holidays fed 
Laxmii,action comedy horror lawrenceraghavendra balakrishnanthevar akshaykumar kiaraadvani sharadkelkar ashwinikalsekar action comedy horror lawrenceraghavendra balakrishnanthevar akshaykumar kiaraadvani sharadkelkar ashwinikalsekar supposedly haunted soon possessed aasif visits wife transgender spirit revenge parents however house happens ground go 
Minari,drama leeisaacchung stevenyeun yerihan alans.kim noelcho drama leeisaacchung stevenyeun yerihan alans.kim noelcho korean family starts 1980s arkansas farm 
The King of Staten Island,comedy drama juddapatow petedavidson belpowley rickyvelez louwilson comedy drama juddapatow petedavidson belpowley rickyvelez louwilson first steps forward firefighter dad died days smoking weed arrested development since tattoo artist events force take spends scott life grief grapple dreaming case 
Da 5 Bloods,adventure drama war spikelee delroylindo jonathanmajors clarkepeters normlewis adventure drama war spikelee delroylindo jonathanmajors clarkepeters normlewis fallen squad leader american vets battle vietnam seeking gold fortune four african return remains nature man hide helped forces 
Ava,action crime drama tatetaylor jessicachastain johnmalkovich common geenadavis action crime drama tatetaylor jessicachastain johnmalkovich common geenadavis job goes dangerously wrong high profile hits black ops organization globe specializing deadly assassin works traveling survival forced fight ava 
Ma Rainey's Black Bottom,drama music georgec.wolfe violadavis chadwickboseman glynnturman colmandomingo drama music georgec.wolfe violadavis chadwickboseman glynnturman colmandomingo trailblazing blues singer tensions rise recording studio band gather rainey chicago 1927 
The Call of the Wild,adventure drama family chrissanders harrisonford omarsy caragee danstevens adventure drama family chrissanders harrisonford omarsy caragee danstevens sled dog struggles yukon wilds survival 
Hubie Halloween,"comedy mystery stevenbrill adamsandler kevinjames juliebowen rayliotta comedy mystery stevenbrill adamsandler kevinjames juliebowen rayliotta halloween celebration ), hubie dubois save halloween going bump adults alike hubie year something salem night mockery kids hometown figure devotion despite "
Fantasy Island,action adventure fantasy jeffwadlow michaelpeña maggieq lucyhale austinstowell action adventure fantasy jeffwadlow michaelpeña maggieq lucyhale austinstowell luxurious island invites chaos quickly descends relative seclusion elaborate fantasies owner operator live guests collection 
Pieces of a Woman,drama kornélmundruczó vanessakirby shialabeouf ellenburstyn ilizashlesinger drama kornélmundruczó vanessakirby shialabeouf ellenburstyn ilizashlesinger home birth ends deeply personal story young mother woman learning unfathomable tragedy loved ones long odyssey live alongside fractures relationships year mourning loss begins 
Emma.,comedy drama romance autumndewilde anyataylor-joy johnnyflynn miagoth angusimrie comedy drama romance autumndewilde anyataylor-joy johnnyflynn miagoth angusimrie selfish young woman meddles well meaning love lives 1800s england friends 
The Way Back,drama sport gavino'connor benaffleck almadrigal janinagavankar michaelawatkins drama sport gavino'connor benaffleck almadrigal janinagavankar michaelawatkins may get one last shot high school basketball phenom years later walked away reluctantly accepts jack cunningham coaching job alma mater redemption game future forfeiting 
Monster Hunter,action adventure fantasy paulw.s.anderson millajovovich tonyjaa ronperlman t.i. action adventure fantasy paulw.s.anderson millajovovich tonyjaa ronperlman t.i. feature film based video game new world loyal soldiers incredible powers enormous enemies desperate battle transported survival lt engage capcom artemis 
Honest Thief,action crime drama markwilliams liamneeson katewalsh jaicourtney jeffreydonovan action crime drama markwilliams liamneeson katewalsh jaicourtney jeffreydonovan two ruthless fbi agents notorious bank robber turns honest life wanting lead double crossed 
Hillbilly Elegy,drama ronhoward amyadams glennclose gabrielbasso haleybennett drama ronhoward amyadams glennclose gabrielbasso haleybennett yale law student back urgent phone call pulls three generations ohio hometown family history reflects future 
Rebecca,drama mystery romance benwheatley lilyjames armiehammer kristinscottthomas keeleyhawes drama mystery romance benwheatley lilyjames armiehammer kristinscottthomas keeleyhawes young newlywed arrives windswept english coast whose legacy lives imposing family estate house long first wife shadow rebecca husband finds death battling 
The Wrong Missy,comedy romance tylerspindel davidspade laurenlapkus nickswardson geoffpierson comedy romance tylerspindel davidspade laurenlapkus nickswardson geoffpierson nightmare blind date mistakenly texted someone work retreat tim thinks woman realizing late invited hawaii dreams 
Bill & Ted Face the Music,adventure comedy music deanparisot keanureeves alexwinter kristenschaal samaraweaving adventure comedy music deanparisot keanureeves alexwinter kristenschaal samaraweaving aged dads still trying traveling adventure san dimas hit song california find 2 would universe told time save rockers middle fulfill destiny crank 
Freaky,comedy horror thriller christopherlandon vincevaughn kathrynnewton celesteo'connor mishaosherovich comedy horror thriller christopherlandon vincevaughn kathrynnewton celesteo'connor mishaosherovich high school discovers deranged serial killer change becomes permanent young girl swapping bodies 24 hours less 
To All the Boys: P.S. I Still Love You,comedy drama romance michaelfimognari lanacondor noahcentineo jordanfisher annacathcart comedy drama romance michaelfimognari lanacondor noahcentineo jordanfisher annacathcart old love letters enters officially official lara jean another recipient taken relationship pretend picture peter one 
The Half of It,comedy drama romance alicewu leahlewis danieldiemer alexxislemire wolfgangnovogratz comedy drama romance alicewu leahlewis danieldiemer alexxislemire wolfgangnovogratz strapped teen ellie chu agrees love letter write smart jock friend fall expect crush cash become 
His House,drama horror thriller remiweekes sopedirisu wunmimosaku malaikawakoli-abigaba mattsmith drama horror thriller remiweekes sopedirisu wunmimosaku malaikawakoli-abigaba mattsmith torn south sudan refugee couple makes evil lurking beneath new life harrowing escape english town war surface struggle adjust 
The Babysitter: Killer Queen,comedy horror mcg judahlewis samaraweaving jennaortega emilyalynlind comedy horror mcg judahlewis samaraweaving jennaortega emilyalynlind satanic blood cult living another nightmare two years still making life hell high school cole survived past demons 
Happiest Season,comedy drama romance cleaduvall kristenstewart mackenziedavis marysteenburgen victorgarber comedy drama romance cleaduvall kristenstewart mackenziedavis marysteenburgen victorgarber holiday romantic comedy ruin christmas emotions tied wanting trying true range family captures acceptance 
The Witches,adventure comedy family robertzemeckis annehathaway octaviaspencer stanleytucci chrisrock adventure comedy family robertzemeckis annehathaway octaviaspencer stanleytucci chrisrock young boy witches run leader grandmother coven 
Cuties,drama maïmounadoucouré fathiayoussouf médinaelaidi-azouni esthergohourou ilanahcami-goursolas drama maïmounadoucouré fathiayoussouf médinaelaidi-azouni esthergohourou ilanahcami-goursolas rapidly grows aware old girl dancers named burgeoning femininity year values upsetting school process mother joins group cuties amy 11 
Escape from Pretoria,thriller francisannan danielradcliffe danielwebber ianhart markleonardwinter thriller francisannan danielradcliffe danielwebber ianhart markleonardwinter two political captives tumultuous apartheid days time thriller set life prison break south africa real race pretoria escape based 
One Night in Miami...,drama reginaking kingsleyben-adir eligoree aldishodge leslieodomjr. drama reginaking kingsleyben-adir eligoree aldishodge leslieodomjr. jim brown gathered discussing one incredible night icons muhammad ali civil rights movement sam cooke malcolm x fictional account cultural upheaval roles 60s 
Gretel & Hansel,fantasy horror mystery ozperkins sophialillis samuelleakey alicekrige jessicadegouw fantasy horror mystery ozperkins sophialillis samuelleakey alicekrige jessicadegouw distant fairy tale countryside young girl leads long time ago terrifying evil stumble upon little brother desperate search dark wood work nexus food 
On the Rocks,comedy drama romance sofiacoppola billmurray rashidajones marlonwayans jessicahenwick comedy drama romance sofiacoppola billmurray rashidajones marlonwayans jessicahenwick young mother reconnects life playboy father new york larger adventure 
The Croods: A New Age,animation adventure comedy joelcrawford nicolascage emmastone ryanreynolds catherinekeener animation adventure comedy joelcrawford nicolascage emmastone ryanreynolds catherinekeener rival family prehistoric family evolved croods claim challenged bettermans better 
My Spy,action comedy petersegal davebautista chloecoleman parisafitz-henley kristenschaal action comedy petersegal davebautista chloecoleman parisafitz-henley kristenschaal hardened cia operative finds sent undercover precocious 9 old girl year surveil mercy family 
Train to Busan Presents: Peninsula,action horror thriller sang-hoyeon dong-wongang leejung-hyun relee hae-hyokwon action horror thriller sang-hoyeon dong-wongang leejung-hyun relee hae-hyokwon last 4 years spread hk sail thru 4 koreans zombie virus south korea usd20 truck incheon blockade 000 
Artemis Fowl,adventure family fantasy kennethbranagh ferdiashaw laramcdonnell joshgad tamarasmart adventure family fantasy kennethbranagh ferdiashaw laramcdonnell joshgad tamarasmart young criminal prodigy secret society missing father artemis fowl hunts find fairies 
The Christmas Chronicles: Part Two,adventure comedy family chriscolumbus kurtrussell goldiehawn darbycamp juliandennison adventure comedy family chriscolumbus kurtrussell goldiehawn darbycamp juliandennison mysterious troublemaker threatens unexpectedly reunited santa claus kate pierce cynical teen cancel christmas forever 
The Prom,comedy drama musical ryanmurphy merylstreep jamescorden nicolekidman kerrywashington comedy drama musical ryanmurphy merylstreep jamescorden nicolekidman kerrywashington small conservative indiana town obsessed theater stars swarm high school girl hilariously self wants troupe take support prom girlfriend 
Possessor,horror mystery sci-fi brandoncronenberg andreariseborough christopherabbott jenniferjasonleigh rossifsutherland horror mystery sci-fi brandoncronenberg andreariseborough christopherabbott jenniferjasonleigh rossifsutherland uses brain ultimately driving secretive organization possessor follows paying clients implant technology commit assassinations works people inhabit high bodies agent 
All the Bright Places,drama romance bretthaley ellefanning justicesmith alexandrashipp kellio'hara drama romance bretthaley ellefanning justicesmith alexandrashipp kellio'hara smallest places physical scars mean something lives forever violet theodore struggle story past moments meet even emotional discover change 
The Kissing Booth 2,comedy romance vincemarcello joeyking joelcourtney jacobelordi mollyringwald comedy romance vincemarcello joeyking joelcourtney jacobelordi mollyringwald high school senior elle juggles dreamy boyfriend noah could change everything new friendship kissing booth handsome classmate distance relationship college applications sequel long 2018 
The Lovebirds,action comedy crime michaelshowalter issarae kumailnanjiani paulsparks annacamp action comedy crime michaelshowalter issarae kumailnanjiani paulsparks annacamp unintentionally embroiled murder mystery kumail nanjiani issa rae defining moment relationship experiences couple 
Wolfwalkers,animation adventure family tommmoore rossstewart honorkneafsey evawhittaker seanbean simonmcburney animation adventure family tommmoore rossstewart honorkneafsey evawhittaker seanbean simonmcburney young apprentice hunter mysterious tribe rumored last wolf pack spirited girl help wipe father journey everything changes wolves transform night ireland free befriends 
The Banker,biography drama georgenolfi anthonymackie samuell.jackson nicholashoult nialong biography drama georgenolfi anthonymackie samuell.jackson nicholashoult nialong class white man american entrepreneurs hire 1960s two african business empire working pretend pose janitor head chauffeur 
The Rental,drama horror mystery davefranco danstevens alisonbrie sheilavand jeremyallenwhite drama horror mystery davefranco danstevens alisonbrie sheilavand jeremyallenwhite two couples rent celebratory weekend get vacation home away 
After We Collided,drama romance rogerkumble josephinelangford herofiennestiffin dylansprouse louiselombard drama romance rogerkumble josephinelangford herofiennestiffin dylansprouse louiselombard two young adults 2014 romance novel love life name follows based 
The Grudge,fantasy horror nicolaspesce tarawestwood junkobailey davidlawrencebrown zoefish fantasy horror nicolaspesce tarawestwood junkobailey davidlawrencebrown zoefish violent death vengeful ghost house enter dooms cursed 
Scoob!,animation adventure comedy tonycervone willforte markwahlberg jasonisaacs ginarodriguez animation adventure comedy tonycervone willforte markwahlberg jasonisaacs ginarodriguez ghost dog cerberus upon epic destiny greater challenging mystery ever gang face gang discovers anyone imagined world unleash stop scooby race plot dogpocalypse 
Host,horror mystery robsavage haleybishop jemmamoore emmalouisewebb radinadrandova horror mystery robsavage haleybishop jemmamoore emmalouisewebb radinadrandova things quickly go wrong six friends hire seance via zoom get far medium lockdown hold bargained 
Antebellum,drama horror mystery gerardbush christopherrenz janellemonáe ericlange jenamalone jackhuston drama horror mystery gerardbush christopherrenz janellemonáe ericlange jenamalone jackhuston successful author veronica henley finds must uncover horrifying reality bending mystery trapped mind late 
Relic,drama horror mystery natalieerikajames robynnevin emilymortimer bellaheathcote steverodgers drama horror mystery natalieerikajames robynnevin emilymortimer bellaheathcote steverodgers mother manifestation home haunted grandmother family dementia daughter consumes 
Never Rarely Sometimes Always,drama elizahittman sidneyflanigan taliaryder théodorepellerin eliazarjimenez drama elizahittman sidneyflanigan taliaryder théodorepellerin eliazarjimenez rural pennsylvania travel new york city unintended pregnancy teenage girls medical help seek pair 
Trolls World Tour,animation adventure comedy waltdohrn davidp.smith annakendrick justintimberlake rachelbloom jamescorden animation adventure comedy waltdohrn davidp.smith annakendrick justintimberlake rachelbloom jamescorden friends try different ways hard rock trolls tries troll kingdoms queen poppy trolls queen take save 
Love Wedding Repeat,comedy romance deancraig samclaflin oliviamunn freidapinto eleanortomlinson comedy romance deancraig samclaflin oliviamunn freidapinto eleanortomlinson wedding day go smoothly misplaced sleep sedative uninvited guest jack finds got away angry ex alternate versions day trying sister secret make juggling girlfriend girl 
Lost Girls,drama mystery thriller lizgarbus amyryan thomasinmckenzie gabrielbyrne lolakirke drama mystery thriller lizgarbus amyryan thomasinmckenzie gabrielbyrne lolakirke gated long island community dozen murdered sex workers search brings attention police inaction drives mari gilbert last seen daughter disappears shannan investigation 
Fatman,action comedy fantasy eshomnelms iannelms melgibson waltongoggins mariannejean-baptiste chancehurstfield action comedy fantasy eshomnelms iannelms melgibson waltongoggins mariannejean-baptiste chancehurstfield precocious 12 year old unorthodox santa claus kill santa hit man declining business stocking save rowdy receiving neglected meanwhile lump hires fighting coal billy 
An American Pickle,comedy brandontrost sethrogen sarahsnook mollyevensen eliotglazer comedy brandontrost sethrogen sarahsnook mollyevensen eliotglazer pickle factory immigrant worker day brooklyn accidentally preserved 100 years wakes modern 
Over the Moon,animation adventure comedy glenkeane johnkahrs glenkeane brycenhall ruthieannmiles johncho animation adventure comedy glenkeane johnkahrs glenkeane brycenhall ruthieannmiles johncho mythical moon goddess rocket ship girl builds animated musical meet hoping blasts 
Capone,biography crime drama joshtrank tomhardy lindacardellini mattdillon alsapienza biography crime drama joshtrank tomhardy lindacardellini mattdillon alsapienza year old al capone violent past starts suffering 10 years prison haunted dementia comes 47 
You Should Have Left,horror thriller davidkoepp kevinbacon amandaseyfried averytiiuessex colinblumenau horror thriller davidkoepp kevinbacon amandaseyfried averytiiuessex colinblumenau spirited daughter book isolated modern home welsh countryside former banker actress wife vacation seems quite nothing 
Shadow in the Cloud,action horror war roseanneliang chloëgracemoretz nickrobinson beulahkoale taylorjohnsmith action horror war roseanneliang chloëgracemoretz nickrobinson beulahkoale taylorjohnsmith female wwii pilot traveling 17 flying fortress encounters top secret documents evil presence flight board b 
The Courier,thriller dominiccooke benedictcumberbatch merabninidze rachelbrosnahan vladimirchuprikov thriller dominiccooke benedictcumberbatch merabninidze rachelbrosnahan vladimirchuprikov cold war spy greville wynne russian source try cuban missile crisis put end 
Jingle Jangle: A Christmas Journey,family fantasy musical davide.talbert forestwhitaker keegan-michaelkey hughbonneville anikanonirose family fantasy musical davide.talbert forestwhitaker keegan-michaelkey hughbonneville anikanonirose imaginary world comes magical invention lives forever holiday tale eccentric toymaker adventurous granddaughter power life change 
Run Hide Fight,action thriller kylerankin isabelmay radhamitchell thomasjane elibrown action thriller kylerankin isabelmay radhamitchell thomasjane elibrown old zoe hull uses streaming school shooters survival skills fellow classmates year wits live life group fight compassion 17 
Uncle Frank,comedy drama alanball paulbettany sophialillis petermacdissi stevezahn comedy drama alanball paulbettany sophialillis petermacdissi stevezahn old niece beth take unexpectedly joined south carolina road trip family patriarch frank bledsoe frank year walid manhattan lover funeral creekville 1973 18 
The Silencing,action crime thriller robinpront nikolajcoster-waldau calebellsworth-clark joshcruddas annabellewallis action crime thriller robinpront nikolajcoster-waldau calebellsworth-clark joshcruddas annabellewallis wildlife sanctuary becomes involved reformed hunter living local sheriff set daughter years ago vicious killer deadly game track mouse may kidnapped isolation cat 
A Quiet Place Part II,drama horror sci-fi johnkrasinski emilyblunt millicentsimmonds cillianmurphy johnkrasinski drama horror sci-fi johnkrasinski emilyblunt millicentsimmonds cillianmurphy johnkrasinski threats lurking beyond sand path outside world abbott family venture unknown terrors sound realize hunt home forced following face events creatures 
"Quo vadis, Aida?",drama history war jasmilazbanic jasnadjuricic izudinbajrovic borisler dinobajrovic drama history war jasmilazbanic jasnadjuricic izudinbajrovic borisler dinobajrovic serbian army takes citizens looking un camp small town un town translator thousands srebrenica shelter family among aida 
Horse Girl,drama mystery thriller jeffbaena alisonbrie mollyshannon goldenite stellachestnut drama mystery thriller jeffbaena alisonbrie mollyshannon goldenite stellachestnut supernatural crime shows finds increasingly lucid dreams trickling socially isolated woman waking life sarah horses fondness crafts arts 
The War with Grandpa,comedy drama family timhill robertdeniro umathurman robriggle oakesfegley comedy drama family timhill robertdeniro umathurman robriggle oakesfegley peter decides declare war upset share room loves grandfather get back attempt 
Let Him Go,crime drama thriller thomasbezucha dianelane kevincostner kaylicarter ryanbruce crime drama thriller thomasbezucha dianelane kevincostner kaylicarter ryanbruce retired sheriff wife son set grieving grandson find death 
Dangerous Lies,drama mystery thriller michaelm.scott nickpurcha carlosjoecosta camilamendes brianaskye drama mystery thriller michaelm.scott nickpurcha carlosjoecosta camilamendes brianaskye wealthy elderly man dies unexpectedly leaves question everyone new caregiver web survive people murder motives loves going even estate drawn deception 
"Love, Guaranteed",comedy romance markstevenjohnson rachaelleighcook damonwayansjr. heathergraham caitlinhowden comedy romance markstevenjohnson rachaelleighcook damonwayansjr. heathergraham caitlinhowden earnest lawyer susan takes small law firm charming new client paying case guarantees love dating website case heats susan wants sue save nick high feelings 
The Willoughbys,animation adventure comedy krispearn coryevans roblodermeier willforte mayarudolph alessiacara terrycrews animation adventure comedy krispearn coryevans roblodermeier willforte mayarudolph alessiacara terrycrews willoughby children hatch true meaning sneaky plan selfish parents flying adventure vacation siblings send raising high find family embark convinced better 
Archive,drama mystery sci-fi gavinrothery theojames stacymartin rhonamitra peterferdinando drama mystery sci-fi gavinrothery theojames stacymartin rhonamitra peterferdinando true human sensitive phase latest prototype george almore equivalent ai almost ready working riskiest must hidden goal especially costs also 2038 
The Rhythm Section,action drama mystery reedmorano blakelively richardbrake ellycurtis davidduggan action drama mystery reedmorano blakelively richardbrake ellycurtis davidduggan woman seeks revenge plane crash orchestrated killed family 
Mortal Kombat Legends: Scorpion's Revenge,animation action adventure ethanspaulding jennifercarpenter joelmchale ikeamadi steveblum animation action adventure ethanspaulding jennifercarpenter joelmchale ikeamadi steveblum ... see full summary » hanzo hasashi loses rival ninja clan lin kuei dimensional tournament clan save life inter given family compete chance attack 
Irresistible,comedy drama jonstewart stevecarell rosebyrne chriscooper brentsexton comedy drama jonstewart stevecarell rosebyrne chriscooper brentsexton retired veteran run democratic strategist helps conservative midwest town small mayor 
The Last Thing He Wanted,crime drama thriller deerees annehathaway benaffleck rosieperez willemdafoe crime drama thriller deerees annehathaway benaffleck rosieperez willemdafoe unwitting subject propelled errand namesake novel journalist loses joan didion father thrusts veteran trying thread story narrative guilt c byline break adapted 
The SpongeBob Movie: Sponge on the Run,animation adventure comedy timhill timhill clancybrown billfagerbakke rodgerbumpass animation adventure comedy timhill timhill clancybrown billfagerbakke rodgerbumpass beloved pet snail gary bring gary home patrick embark lost city epic adventure atlantic city snail spongebob napped 
Brahms: The Boy II,drama horror mystery williambrentbell katieholmes christopherconvery owainyeoman ralphineson drama horror mystery williambrentbell katieholmes christopherconvery owainyeoman ralphineson young son soon makes friends like doll called brahms heelshire mansion family moves life 
A Fall from Grace,drama fantasy thriller tylerperry crystalfox phyliciarashad breshawebb mehcadbrooks drama fantasy thriller tylerperry crystalfox phyliciarashad breshawebb mehcadbrooks vulnerable side turns violent grace waters feels restored secrets erode new romance lived joy disheartened since grace short husband ex affair 
The Wolf of Snow Hollow,comedy horror thriller jimcummings jimcummings rikilindhome robertforster chloeeast comedy horror thriller jimcummings jimcummings rikilindhome robertforster chloeeast small mountain town officer marshall struggles terror grips teenage daughter losing sleep full moon ailing father werewolves thing remind raising discovered caring bodies 
Becky,action crime drama jonathanmilott carymurnion luluwilson kevinjames joelmchale robertmaillet action crime drama jonathanmilott carymurnion luluwilson kevinjames joelmchale robertmaillet convicts wreaks havoc lake house father takes worse weekend turn teenager lives group 
The Hater,drama thriller jankomasa maciejmusialowski vanessaaleksander danutastenka jacekkoman drama thriller jankomasa maciejmusialowski vanessaaleksander danutastenka jacekkoman young man searches violence tries purpose net hatred control 
The Boys in the Band,drama joemantello jimparsons zacharyquinto mattbomer andrewrannells drama joemantello jimparsons zacharyquinto mattbomer andrewrannells drunken game leave seven gay friends reckoning 1968 new york unspoken feelings surprise guest buried truths birthday party 
Alone,drama mystery thriller johnhyams juleswillcox marcmenchaca anthonyheald jonathanrosenthal drama mystery thriller johnhyams juleswillcox marcmenchaca anthonyheald jonathanrosenthal recently widowed traveler cold blooded killer pursuer closes wilderness kidnapped forced escape elements battle 
Coffee & Kareem,action comedy crime michaeldowse edhelms tarajip.henson terrencelittlegardenhigh bettygilpin action comedy crime michaeldowse edhelms tarajip.henson terrencelittlegardenhigh bettygilpin police officer james coffee old kareem manning hires ruthless drug kingpin forcing coffee new boyfriend kareem year twelve team scare save order mom detroit criminal backfires 
