title,bagofwords
In Time,action sci-fi thriller andrewniccol justintimberlake amandaseyfried cillianmurphy oliviawilde action sci-fi thriller andrewniccol justintimberlake amandaseyfried cillianmurphy oliviawilde people stop aging salas finds important part immortal youth year way system situation shot run one murder means live hostage future engineered connection buy becomes accused 25 
Fast Five,action adventure crime justinlin vindiesel paulwalker dwaynejohnson jordanabrewster action adventure crime justinlin vindiesel paulwalker dwaynejohnson jordanabrewster powerful brazilian drug lord street racers plan dangerous federal agent massive heist dominic toretto sights freedom crew buy 
Friends with Benefits,comedy romance willgluck milakunis justintimberlake patriciaclarkson jennaelfman comedy romance willgluck milakunis justintimberlake patriciaclarkson jennaelfman next level without becoming young man woman decide soon discover adding sex take leads friendship couple complications 
Super 8,mystery sci-fi thriller j.j.abrams ellefanning ajmichalka kylechandler joelcourtney mystery sci-fi thriller j.j.abrams ellefanning ajmichalka kylechandler joelcourtney investigate subsequent unexplained events train crash small town friends witness summer group 1979 
50/50,comedy drama romance jonathanlevine josephgordon-levitt sethrogen annakendrick brycedallashoward comedy drama romance jonathanlevine josephgordon-levitt sethrogen annakendrick brycedallashoward true story subsequent struggle old guy comedy centered cancer diagnosis year learns inspired disease beat 27 
Hugo,drama family fantasy martinscorsese asabutterfield chloëgracemoretz christopherlee benkingsley drama family fantasy martinscorsese asabutterfield chloëgracemoretz christopherlee benkingsley train station gets wrapped orphan living mystery involving late father 1931 paris walls automaton 
Real Steel,action drama sci-fi shawnlevy hughjackman evangelinelilly dakotagoyo anthonymackie action drama sci-fi shawnlevy hughjackman evangelinelilly dakotagoyo anthonymackie top sport struggling ex robot boxing near future discarded robot boxer feels found champion 
Contagion,drama thriller stevensoderbergh mattdamon katewinslet judelaw gwynethpaltrow drama thriller stevensoderbergh mattdamon katewinslet judelaw gwynethpaltrow everyday people find healthcare professionals government officials cdc works find pandemic midst cure 
Bridesmaids,comedy romance paulfeig kristenwiig mayarudolph rosebyrne terrycrews comedy romance paulfeig kristenwiig mayarudolph rosebyrne terrycrews work pastry chef best friend upend threatens maid life honor competition bridesmaid bride 
Green Lantern,action adventure sci-fi martincampbell ryanreynolds blakelively petersarsgaard markstrong action adventure sci-fi martincampbell ryanreynolds blakelively petersarsgaard markstrong reckless test pilot hal jordan intergalactic police force green lantern corps otherworldly powers alien ring inducts granted bestows 
Kung Fu Panda 2,animation action adventure jenniferyuhnelson jackblack angelinajolie jackiechan dustinhoffman animation action adventure jenniferyuhnelson jackblack angelinajolie jackiechan dustinhoffman dragon warrior must come deadly new weapon peacock villain friends fight conquering china terms stop po past first 
Unknown,action mystery thriller jaumecollet-serra liamneeson dianekruger januaryjones aidanquinn action mystery thriller jaumecollet-serra liamneeson dianekruger januaryjones aidanquinn young woman man awakens teams taken someone prove identity discover coma 
The Adjustment Bureau,romance sci-fi thriller georgenolfi mattdamon emilyblunt lisathoreson florencekastriner romance sci-fi thriller georgenolfi mattdamon emilyblunt lisathoreson florencekastriner mysterious forces keeping lovers apart contemporary dancer politician affected affair 
The Grey,action adventure drama joecarnahan liamneeson dermotmulroney frankgrillo dallasroberts action adventure drama joecarnahan liamneeson dermotmulroney frankgrillo dallasroberts six oil workers merciless wolves haunts skilled huntsman plane crashes every step survival pack led alaska 
Rango,animation adventure comedy goreverbinski johnnydepp islafisher timothyolyphant abigailbreslin animation adventure comedy goreverbinski johnnydepp islafisher timothyolyphant abigailbreslin wild west ordinary chameleon new sheriff lawless outpost desperate need accidentally winds town rango dirt 
Paul,adventure comedy sci-fi gregmottola simonpegg nickfrost sethrogen miastallard adventure comedy sci-fi gregmottola simonpegg nickfrost sethrogen miastallard two english comic book geeks traveling across alien outside area 51 u encounter 
The Descendants,comedy drama alexanderpayne georgeclooney shailenewoodley amaramiller nickkrause comedy drama alexanderpayne georgeclooney shailenewoodley amaramiller nickkrause land baron tries two daughters seriously injured boating accident wife reconnect 
Sucker Punch,action adventure fantasy zacksnyder emilybrowning vanessahudgens abbiecornish jenamalone action adventure fantasy zacksnyder emilybrowning vanessahudgens abbiecornish jenamalone young girl institutionalized abusive stepfather retreats coping strategy alternative reality plan help escape envisions 
The Artist,comedy drama romance michelhazanavicius jeandujardin bérénicebejo johngoodman jamescromwell comedy drama romance michelhazanavicius jeandujardin bérénicebejo johngoodman jamescromwell egomaniacal film star develops young dancer silent era relationship hollywood backdrop 
I Am Number Four,action adventure sci-fi d.j.caruso alexpettyfer timothyolyphant diannaagron teresapalmer action adventure sci-fi d.j.caruso alexpettyfer timothyolyphant diannaagron teresapalmer intergalactic bounty hunters numerical order number four story next list killed hiding guardians earth aliens 
The Twilight Saga: Breaking Dawn - Part 1,adventure drama fantasy billcondon kristenstewart robertpattinson taylorlautner gilbirmingham adventure drama fantasy billcondon kristenstewart robertpattinson taylorlautner gilbirmingham whose unborn child poses expecting parents edward wolf pack towns people quileutes close threat forks bella 
Just Go with It,comedy romance dennisdugan adamsandler jenniferaniston brooklyndecker nicolekidman comedy romance dennisdugan adamsandler jenniferaniston brooklyndecker nicolekidman plastic surgeon convinces younger girlfriend weekend trip loyal assistant divorced wife careless lie told soon pose order much hawaii cover 
The Lincoln Lawyer,crime drama mystery bradfurman matthewmcconaughey marisatomei ryanphillippe williamh.macy crime drama mystery bradfurman matthewmcconaughey marisatomei ryanphillippe williamh.macy wealthy man begins one crime lawyer defending guilty client believe 
The Adventures of Tintin,animation action adventure stevenspielberg jamiebell andyserkis danielcraig simonpegg animation action adventure stevenspielberg jamiebell andyserkis danielcraig simonpegg sunken ship commanded intrepid reporter tintin captain haddock set treasure hunt haddock ancestor 
The Ides of March,drama thriller georgeclooney paulgiamatti georgeclooney philipseymourhoffman ryangosling drama thriller georgeclooney paulgiamatti georgeclooney philipseymourhoffman ryangosling new presidential candidate gets idealistic staffer dirty politics crash course campaign trail stint 
No Strings Attached,comedy romance ivanreitman natalieportman ashtonkutcher kevinkline caryelwes comedy romance ivanreitman natalieportman ashtonkutcher kevinkline caryelwes relationship strictly physical want something girl try long learn keep guy 
Rio,animation adventure comedy carlossaldanha jesseeisenberg annehathaway georgelopez karendisher animation adventure comedy carlossaldanha jesseeisenberg annehathaway georgelopez karendisher rio de janeiro fiercely independent jewel town minnesota domesticated macaw takes small meets dreams blu bird adventure 
Cowboys & Aliens,action sci-fi thriller jonfavreau danielcraig harrisonford oliviawilde abigailspencer action sci-fi thriller jonfavreau danielcraig harrisonford oliviawilde abigailspencer wild west region spaceship arrives way take starting stand posse natives earth cowboys arizona 1873 
Bad Teacher,comedy romance jakekasdan camerondiaz jasonsegel justintimberlake lucypunch comedy romance jakekasdan camerondiaz jasonsegel justintimberlake lucypunch incompetent middle school teacher wealthy fiancé dumps make enough money breast implants workers teaching students return lazy job hates forced co 
Hanna,action adventure drama joewright saoirseronan cateblanchett ericbana vickykrieps action adventure drama joewright saoirseronan cateblanchett ericbana vickykrieps ruthless intelligence agent mission across europe perfect assassin old girl year tracked sixteen raised operatives father dispatched 
Tinker Tailor Soldier Spy,drama mystery thriller tomasalfredson garyoldman colinfirth tomhardy markstrong drama mystery thriller tomasalfredson garyoldman colinfirth tomhardy markstrong soviet agent within mi6 espionage veteran george smiley cold war bleak days uncover semi retirement forced 
Shame,drama stevemcqueen michaelfassbender careymulligan jamesbadgedale lucywalters drama stevemcqueen michaelfassbender careymulligan jamesbadgedale lucywalters carefully cultivated private life falls apart sister arrives sex addict indefinite stay 
Battle Los Angeles,action sci-fi jonathanliebesman aaroneckhart michellerodriguez bridgetmoynahan ramonrodriguez action sci-fi jonathanliebesman aaroneckhart michellerodriguez bridgetmoynahan ramonrodriguez marines becomes last line global invasion u squad defense 
Melancholia,drama sci-fi larsvontrier kirstendunst charlottegainsbourg kiefersutherland alexanderskarsgård drama sci-fi larsvontrier kirstendunst charlottegainsbourg kiefersutherland alexanderskarsgård mysterious new planet threatens already strained relationship challenged two sisters find earth collide 
The Change-Up,comedy fantasy daviddobkin jasonbateman ryanreynolds oliviawilde lesliemann comedy fantasy daviddobkin jasonbateman ryanreynolds oliviawilde lesliemann one fateful night three kids switch bodies single man sexual life married man loving wife lightning strikes prime peeing mitch fountain dave 
